168388	Khallat al Ghazālah	Khallat al Ghazalah	Khallat al Ghazalah,Khallat al Ghazālah,Khallet el Rhazale,Khallet el Rhazâlé,khlt alghzalt,خلة الغزالة	33.26934	35.67047	P	PPLQ	IL		06				0		573	Asia/Jerusalem	2013-09-12
168872	Wādī Julaybīnah	Wadi Julaybinah	Jalabina,Jalabine,Jalābina,Jalābine,Nahal Gilbon,Naẖal Gilbon,Wadi Julaybinah,Wadi al Julaybinah,Wadi el Jalabina,Wadi el Jalâbina,Wādī Julaybīnah,Wādī al Julaybīnah,nhl glbwn,wady jlybynt,נחל גלבון,وادي جليبينة	33.04534	35.63182	H	STM	IL	SY	00				0		64	Asia/Jerusalem	2014-03-06
169015	Jordan Valley	Jordan Valley	Jordan Valley,The Jordan River Valley,`Emeq HaYarden,`Emeq HaYarden HaTahton,`Emeq HaYarden HaTikhon,‘Emeq HaYarden,‘Emeq HaYarden HaTahton,‘Emeq HaYarden HaTikhon	32.66667	35.5	T	VAL	IL		00				0		242	Asia/Jerusalem	2012-01-17
169819	Naẖal Senir	Nahal Senir	Hatsbani River,Jourdain,Nahal Senir,Nahr Hasbany,Nahr al Hasbani,Nahr al Hasibani,Nahr al Ḩāşbānī,Nahr al Ḩāşibānī,Nahr el Hazbani,Nahr el Haẕbani,Naẖal Senir,nhl snyr,nhr alhasbany,נחל שניר,نهر الحاصباني	33.1873	35.61872	H	STM	IL	IL	00				0		80	Asia/Jerusalem	2014-03-06
169919	Wādī al Ḩanz̧al	Wadi al Hanzal	Hanzal,H̱anzal,Nahal Hamdal,Naẖal H̱amdal,Wadi al Hanzal,Wadi el Handhal,Wādī al Ḩanz̧al,nhl hmdl,נחל חמדל	33.09964	35.64323	H	WAD	IL	SY	00				0		82	Asia/Jerusalem	2014-07-08
170296	Jisr al Ghajar	Jisr al Ghajar	Jisr Ghajar,Jisr al Ghajar,g'sr ʻ'g'r,jsr alghjr,ג’סר ע’ג’ר,جسر الغجر	33.24232	35.62475	S	BDG	IL	SY	00				0		151	Asia/Jerusalem	2014-09-30
170488	Wādī al Fājir	Wadi al Fajir	El Fajir,El Fājir,Fajer,Nahal Shuah,Naẖal Shuaẖ,Wadi al Fajir,Wādī al Fājir,nhl swh,wady alfajr,נחל שוח,وادي الفاجر	33.07031	35.63561	H	STM	IL	SY	00				0		65	Asia/Jerusalem	2014-03-06
170521	Khirbat Duwayribān	Khirbat Duwayriban	Khirbat Duwayriban,Khirbat Duwayribān,Khirbat Duweiraban,khrbt dwyrban,خربة دويربان	32.74683	35.64081	S	RUIN	IL	SY	03				0		-160	Asia/Jerusalem	2014-07-08
170622	Naẖal Yardinon	Nahal Yardinon	Nahal Yardinon,Naẖal Yardinon,Ouadi ed Doufeila,Ouâdi ed Doufeila,Wadi Dufeila,Wadi ad Diflah,Wadi ad Dufaylah,Wadi ed-Dufele,Wādī ad Diflah,Wādī ad Dufaylah,nhl yrdynwn,wady aldflt,נחל ירדינון,وادي الدفلة	33.15261	35.64275	H	STM	IL		03				0		78	Asia/Jerusalem	2014-09-30
171828	Naẖal H̱ermon	Nahal Hermon	Banvasi,Banyas,Nahal Hermon,Nahr Banias,Nahr Baniyas,Nahr Bāniyās,Nahr el Banyasi,Nahr el Bānyāsī,Naẖal H̱ermon,nhl hrmwn,nhr banyas,נחל חרמון,نهر بانياس	33.21316	35.6293	H	STM	IL	IL	00				0		85	Asia/Jerusalem	2014-03-06
172863	Wādī al ‘Assāl	Wadi al `Assal	Ouadi el Aassal,Ouadi el Assal,Ouâdi el Aassal,Ouâdi el Assal,Wadi al `Asal,Wadi al `Assal,Wādī al ‘Asal,Wādī al ‘Assāl,wady alʿsal,وادي العسال	33.23064	35.65958	H	WAD	IL	SY	03				0		151	Asia/Jerusalem	2014-03-06
173163	An Nukhaylah	An Nukhaylah	An Nukhaylah,En Noukaile,En Noukhaile,Enn Noukhaile,Enn Noukhaîle,Noukhaile,Noukhaïlé,alnkhylt,النخيلة	33.25835	35.64665	P	PPL	IL		03				0		223	Asia/Jerusalem	2013-09-12
173205	Nabi Huda	Nabi Huda	An Nabi Hud,An Nabī Hūd,Nabi Huda	33.21852	35.65866	S	TMB	IL		03				0		130	Asia/Jerusalem	2014-01-09
173404	Naẖal Maẖanayim	Nahal Mahanayim	Al Mushayrifah,Musheirifa,Nahal Mahanayim,Naẖal Maẖanayim,Wadi al Mushayrifah,Wādī al Mushayrifah,wady almshyrft,وادي المشيرفة	33.03528	35.6259	H	WAD	IL	IL	03				0		71	Asia/Jerusalem	2014-03-06
173882	Ghajar	Ghajar	Al Ghajar,El Ghajar,Ghajar,Rhajar,ghjr,غجر	33.27074	35.6232	P	PPL	IL		03				0		303	Asia/Jerusalem	2013-09-12
245877	Makhāḑat Zawr al Maţāmīr	Makhadat Zawr al Matamir	Makhadat Zawr al Matamir,Makhadat Zor al Matamir,Makhāḑat Zawr al Maţāmīr,mkhadt zwr almtamyr,مخاضة زور المطامير	32.65105	35.59831	T	FORD	IL	JO	18				0		-227	Asia/Jerusalem	2017-09-05
245940	HaYarmuk	HaYarmuk	Al Yarmuk,Al Yarmūk,El Yarmuk,El Yarmūk,HaYarmuk,Hieromax,Nahr al Yarmuk,Nahr al Yarmūk,River Heiramax,Sheri`at el Menadire,Sherī‘at el Menādire,Wadi Nahr el Yarmouk,Wādi Nahr el Yarmouk,Yahmuk,Yarmuk River,Yarmuq,nhr alyrmwk,نهر اليرموك	32.64753	35.56567	H	STM	IL		00				0		-243	Asia/Jerusalem	2014-07-08
246116	Ma‘avar Yardena	Ma`avar Yardena	Ma`avar Yardena,Makhadat Umm Tuta,Makhadat Umm Tutah,Makhaḍat Umm Tūtā,Makhāḑat Umm Tūtah,Ma‘avar Yardena,mkhadt am twtt,מח’דת אם תותה,מעבר ירדנה,مخاضة ام توتة	32.58279	35.57691	T	FORD	IL		00				0		-266	Asia/Jerusalem	2017-09-05
246315	Makhāḑat Umm aş Şīşān	Makhadat Umm as Sisan	Makhadat Umm as Sisan,Makhāḑat Umm aş Şīşān,mkhadt am alsysan,مخاضة ام الصيصان	32.58458	35.57619	T	FORD	IL	JO	18				0		-266	Asia/Jerusalem	2017-09-05
246414	Wādī Umm al ‘Amad	Wadi Umm al `Amad	Wadi Um el `Amad,Wadi Umm al `Amad,Wādī Um el ‘Amad,Wādī Umm al ‘Amad	30.35311	35.18967	H	WAD	IL	JO	21				0		120	Asia/Amman	2017-01-04
246491	Makhāḑat Turaykhim	Makhadat Turaykhim	Makhadat Turaykhim,Makhadat Tureikhim,Makhādat Tureikhim,Makhāḑat Turaykhim,mkhadt trykhm,مخاضة تريخم	32.44153	35.56498	T	FORD	IL	JO	18				0		-289	Asia/Jerusalem	2017-09-05
246637	Meleẖat Yotvata	Melehat Yotvata	Khabrat al Kubays,Khabrat el Kabais,Melehat Yotvata,Meleẖat Yotvata,Qa` Taba,Qā‘ Ţābā,Sabkhat Tabah,Sabkhat Ţābah,Sibkh et Taba,Sibkh et Tāba,mlht ytbth,מלחת יטבתה,قاع طابا	29.84505	35.0708	H	FLTM	IL		21				0		60	Asia/Amman	2017-01-04
246770	Wādī as Sīq	Wadi as Siq	Wadi Siq,Wadi as Siq,Wadi es Sik,Wādī Sīq,Wādī as Sīq,wady alsyq,وادي السيق	30.04923	35.11584	H	WAD	IL	JO	19				0		161	Asia/Jerusalem	2017-01-04
246861	Makhāḑat ash Shaykh Qāsim	Makhadat ash Shaykh Qasim	Ma`avar Or,Makhadat Sheikh Qasim,Makhadat ash Shaykh Qasim,Makhaḍat Sheikh Qasim,Makhāḑat ash Shaykh Qāsim,Ma‘avar Or,mh'dt syh qsm,mkhadt alshykh qasm,מח’דת שיח קסם,מעבר אור,مخاضة الشيخ قاسم	32.59745	35.57036	T	FORD	IL	JO					0		-263	Asia/Jerusalem	2017-09-05
246863	Gesher Sheikh Hussein	Gesher Sheikh Hussein	Gesher Sheikh Hussein,Jisr ash Shaykh Husayn,Jisr ash Shaykh Ḩusayn,Jisr esh Sheikh Husein,Ma`bar Nahr al Urdun,Ma‘bar Nahr al Urdun,Mi`bar Nahr al Urdun,Mi‘bar Nahr al Urdun,Sheikh Hussein Bridge,jsr alshykh hsyn,جسر الشيخ حسين,معبر نهر الأردن	32.49696	35.57575	S	BDG	IL		00				0		-279	Asia/Jerusalem	2016-05-07
247106	Makhāḑat aş Şaghīr	Makhadat as Saghir	Makhadat as Saghir,Makhāḑat aş Şaghīr,mkhadt alsghyr,مخاضة الصغير	32.42804	35.55725	T	FORD	IL	JO,PS	18				0		-290	Asia/Jerusalem	2017-09-05
247572	Makhāḑat al Qaţaf	Makhadat al Qataf	Ma`avar Qataf,Makhadat al Qataf,Makhadat el Qataf,Makhaḍat el Qaṭaf,Makhāḍat el Qaṭaf,Makhāḑat al Qaţaf,Ma‘avar Qataf,mkhadt alftf,מח’דת א קטף,מעבר קטף,مخاضة الفطف	32.60128	35.56648	T	FORD	IL	JO	00				0		-261	Asia/Jerusalem	2017-09-05
247773	Agan Naharayim	Agan Naharayim	Agan Naharayim,Yarmuk Reservoir	32.64162	35.57498	H	RSV	IL	IL,JO	00				0		-232	Asia/Jerusalem	2017-09-05
248127	Wādī al Maşqarah ash Sharqīyah	Wadi al Masqarah ash Sharqiyah	Wadi al Masqarah ash Sharqiyah,Wadi el Masqara esh Sharqiya,Wādī al Maşqarah ash Sharqīyah,Wādī el Masqara esh Sharqiya	30.71588	35.28696	H	WAD	IL	JO	19				0		-146	Asia/Amman	2017-01-04
248766	Wādī Jurf Ḩimār	Wadi Jurf Himar	Wadi Jurf Himar,Wādī Jurf Ḩimār,wady jrf hmar,وادي جرف حمار	30.35177	35.18917	H	WAD	IL	JO	19				0		121	Asia/Jerusalem	2017-01-04
249340	‘Ein el Ḥufeira	`Ein el Hufeira	`Ain el Hufeira,`Ayn al Hafiri,`Ayn al Hufayrah,`Ein el Hufeira,ʻyn ʼl hpyrh,עין אל חפירה,عين الحفيرة,‘Ain el Hufeira,‘Ain el Ḥufeira,‘Ayn al Ḩafīrī,‘Ayn al Ḩufayrah,‘Ein el Ḥufeira	30.67753	35.26478	H	SPNG	IL		01				0		-114	Asia/Jerusalem	2017-10-04
249390	Wādī Ghuwayb	Wadi Ghuwayb	Wadi Ghuwayb,Wadi Ghuweib,Wadi al Ghawba,Wadi al Ghuwayb,Wadi el Ghauba,Wādī Ghuwayb,Wādī Ghuweib,Wādī al Ghawbā,Wādī al Ghuwayb,Wādī el Ghauba,wady alghwba,wady ghwyb,وادي الغوبا,وادي غويب	30.77611	35.31297	H	WAD	IL	JO	12				0		-188	Asia/Amman	2017-10-04
249490	Wādī Fidān	Wadi Fidan	Wadi Faddan,Wadi Fedan,Wadi Fidan,Wadi al Fidan,Wadi el Fidan,Wādī Faddān,Wādī Fidān,Wādī al Fidān,Wādī el Fidān,wady alfdan,wady fdan,وادي الفدان,وادي فدان	30.76573	35.29697	H	WAD	IL	JO	00				0		-184	Asia/Amman	2017-10-04
250384	Ha‘Arava	Ha`Arava	Araba,Arabah Valley,Ha`Arava,Ha‘Arava,Wadi `Araba,Wadi `Arabah,Wadi al `Arabah,Wadi el Arab,Wadi el `Araba,Wadi ‘Araba,Wady el Araba,Wādi el ‘Araba,Wādī al ‘Arabah,Wādī ‘Arabah,`Arabah,وادي عربة,‘Arabah	30.17194	35.14507	T	VAL	IL		21				0		221	Asia/Jerusalem	2017-01-04
250446	Jebel el Ḥufeira	Jebel el Hufeira	Jabal `Amarat Hafiri,Jabal al Hufayrah,Jabal al Ḩufayrah,Jabal ‘Amārat Ḩafīrī,Jebel el Hufeira,Jebel el Ḥufeira,g'bl ʼl hpyrh,ג’בל אל חפירה	30.66876	35.26424	T	MT	IL		19				0		-86	Asia/Jerusalem	2017-05-08
250711	Al Ghawr	Al Ghawr	Al Ghawr,Arvat Sedom,El Ghor,`Arvat Sedom,alghwr,ʻrbt sdwm,ערבת סדום,الغور,‘Arvat Sedom	30.97274	35.42092	T	TRR	IL		00				0		-379	Asia/Jerusalem	2017-10-04
251123	Meleẖat ‘Avrona	Melehat `Avrona	Ad Dafiyah,Ad Dāfiyah,Ed Dafiya,Ed Dāfiya,Melehat Avrona,Melehat `Avrona,Meleẖat Avrona,Meleẖat ‘Avrona,Qa` ad Dafiyah,Qā‘ ad Dāfiyah,מלחת עברונה	29.6575	35.01944	H	FLTM	IL	IL	00				0		27	Asia/Jerusalem	2015-07-03
268876	Har Rahav	Har Rahav	Har Rahav,Tall ar Rahib,Tall ar Rāhib,hr rhb,הר רהב	33.08178	35.3257	T	PK	IL		00				0		742	Asia/Jerusalem	2014-07-08
269052	Ouâdi Qetaai	Ouadi Qetaai	Nahal Hanita,Naẖal H̱anita,Ouadi Qetaai,Ouâdi Qetaai,Wadi Qit`iyah,Wādī Qiţ‘īyah,nhl hnyth,נחל חניתה	33.08031	35.14119	H	WAD	IL	LB	06				0		46	Asia/Jerusalem	2014-07-08
281168	Talpiyyot	Talpiyyot	Talpiot,Talpiyyut	31.75	35.21667	P	PPL	IL		06				0		755	Asia/Jerusalem	2010-04-20
281176	Qomemiyyut	Qomemiyyut	Al Tabieh,Komemiyut,Qomemiyut,Talbie,Talbieh,Talbiya,Talbiye,Talbiyye,טלביה‎	31.76798	35.22148	P	PPLX	IL						0		762	Asia/Jerusalem	2010-10-31
281177	Qiryat Moshe	Qiryat Moshe	Kiriat Moshe,Montefiore,Shekhunat Montefiore,qryt msh,קרית משה	31.784	35.19284	P	PPLX	IL						0		796	Asia/Jerusalem	2010-10-31
281184	Jerusalem	Jerusalem	Adonai-jireh,Aelia Capitolina,Al Quds,Al-Kuds,Al-Qudis,Al-Quds,Al-Qudıs,Ariel,Baitul Maqdis,Baitulmuqaddis,Bajtul Makudis,Bayt al-Maqdis,Bayt al-Muqaddas,Cherusalem,Colonia Aelia Capitolina,Djeruzalem,El Kuds,El Quds esh Sherif,Erusagem,Erusalim,Geruesalem,Gerusalem,Gerusalemme,Gerüsalem,Gierusalemme,Girusalemmi,Gorad Ierusalim,Herusale,Herusalem,Herusalẽ,Hierosolyma,Hierousalem,Hierousalēm,Hierusalem,Hiruharama,IJerusalem,Ia-lo-sak-leng,Ia-lo-sat-leng,Iarusaileim,Iarúsailéim,Iebous,Iebus,Ierosolyma,Ierousalem,Ierousalimu,Ierusalem,Ierusalema,Ierusalim,Ir David,Ir Ha-Qdoosha,Ir Ha-Qodesh,Iyerusalim,Ià-lô-sák-lēng,Iâ-lō͘-sat-léng,Iýerusalim,JRS,Jarusalen,Jeriwsalem,Jerozale,Jerozalė,Jerozolema,Jerozolima,Jerozolëma,Jerusalem,Jerusalemi,Jerusalemo,Jerusalemu,Jerusalen,Jerusalim,Jerusalèm,Jerusalém,Jerusalén,Jeruusalemm,Jeruzale,Jeruzalem,Jeruzaleme,Jeruzalim,Jeruzalém,Jeruzalė,Jeruzsalem,Jeruzsálem,Jerúsalem,Jerúsálẹ́mù,Jorsala,Jorsalaborg,Jorsalir,Jérusalem,Jórsalaborg,Jórsalir,Kouds,Kudues,Kudus,Kudüs,Kuuds-GӀala,Moria,Morias,Orcalim,Orselim,Orşelîm,Quddus,Qudus,Queds,Qüds,Salem,Shalem,Sion,Solyma,Ursalimmu,Urselim,Urshalim,Urusalim,Urušalim,Urşelim,Uršalimmu,Xerusalen,Xerusalén,Ya-lu-sat-lang,Yerusalem,Yerusalemi,Yerusalemu,Yerusalémi,Yerushalayim,Yirushalayim,Yirushalāyim,Yâ-lu-sat-lâng,Yérusalem,Zion,al-Balat,al-Quds as-Sarif,al-Quds aš-Šarīf,albla,alqds,alqds alshryf,aryyyl,awrshlym,byt almqds,erucalem,erusaremu,haqodes,ierusalimi,jerusalama,jerusalem,jerusalema,jeruselama,lqds,mrya,mworiyah,mwryh,qudus,qۇds,salem,salym,shywn,slm,wrshlym,yarusalama,ybws,ye lu sa leng,ye ru sa lem,yebws,yelusallem,yerwsalami,yerwsalayim,yerwselem,yrwshlm,yrwslm,yrwslym,ywrshەlym,ziywon,zywn,Αριηλ,Ιεβους,Ιεροσολυμα,Ιεροσόλυμα,Ιερουσαλήμ,Ιερουσαλημ,Μωριας,Σαλημ,Σιων,Σολυμα,Єрусалим,Їєроусалимъ,Јерусалим,Байтул Макъдис,Горад Іерусалім,Ерусалим,Иерусалим,Йерусалим,Кудус,Къудс-ГӀала,Уршалим,Երուսաղեմ,אֵילִיָּה קַפִּיטוֹלִינָה,הַקֹּדֶשׁ,יְבוּס,יְרוּשְׁלֶם,יְרוּשָׁלַיִם,יְרוּשָׁלַםִ,יְרוּשָׁלָםִ,יבוס,ירושלים,ירושלם,מוֹרִיָּה,מוריה,צִיּוֹן,ציון,שָׁלֵם,שלם,إيلياء,ئورشەلیم,اريئيل,البلا,القدس,القدس الشريف,اورشلیم,بيت المقدس,بیت المقدس,ساليم,صهيون,قۇدس,لقدس,مريّا,ورشليم,يبوس,یروشلم,ܐܘܪܫܠܡ,ܨܗܝܘܢ,ޤުދުސް,जेरुसलेम,जेरुसेलम,जेरूसलम,यरुशलम,জেরুসালেম,ਜੇਰੂਸਲਮ,ଜେରୁସାଲେମ,எருசலேம்,జెరూసలేం,ಜೆರುಸಲೆಂ,ജെറുസലേം,เยรูซาเลม,ເຢ​ຣູ​ຊາ​ເລັມ,ཇེ་རུ་ས་ལེམ།,ဂျေရုဆလင်မြို့,იერუსალიმი,እየሩሳሌም,エルサレム,耶路撒冷,예루살렘,𐌹𐌰𐌹𐍂𐌿𐍃𐌰𐌿𐌻𐍅𐌼𐌰	31.76904	35.21633	P	PPLA	IL		06				801000		786	Asia/Jerusalem	2017-07-02
281187	Giv`at H̱ananya	Giv`at Hananya	Abu Tor,Abu-Tor Quarter,At Turi,Aţ Ţūrī,Dayr Abu Tur,Dayr Abū Ţūr,Deir Abou Thor,Deir Abu Tor,Deir Abu Tur,Deir Abu Tūr,Giv`at,Givat Hanania,Theowri,אבו תור,גבעת חנניה	31.76667	35.23333	P	PPLX	IL	IL,PS					0		676	Asia/Jerusalem	2010-10-31
281289	Yafé Nof	Yafe Nof	Yafe Nof,Yafé Nof,Yefe Nof,yph nwp,יפה נוף	31.778	35.18296	P	PPLX	IL		WE				0		781	Asia/Jerusalem	2015-05-06
281596	Naẖal Te’enim	Nahal Te'enim	Nahal Te'enim,Naẖal Te’enim,Wadi at Tin,Wādī at Tīn,נחל תאנים	32.31735	34.96943	H	WAD	IL	IL	WE				0		26	Asia/Jerusalem	2014-03-08
281613	Tel Zavdon	Tel Zavdon	Khirbat Zabid,Tel Zavdon,tl zbdwn,תל זבדון	32.52275	35.25769	S	RUIN	IL		WE				0		84	Asia/Hebron	2015-01-07
281651	‘Ayn at Tannūr	'Ayn at Tannur		31.7215	35.45174	H	SPNG	IL		02				0		-378	Asia/Jerusalem	2016-09-25
281921	Naẖal Natuf	Nahal Natuf	Nahal Natuf,Natut,Naẖal Natuf,Nātūt,Wadi Tina,Wadi ash Shami,Wādī ash Shāmī,nhl ntwp,נחל נטוף	31.98652	34.89963	H	WAD	IL		WE				0		44	Asia/Jerusalem	2015-06-08
282014	Wādī as Samārah	Wadi as Samarah	Wadi as Samarah,Wadi es Samara,Wadi es Sammara,Wādī as Samārah,Wādī es Sammāra,Wādī es Samāra	31.6983	35.45197	H	WAD	IL		02				0		-407	Asia/Jerusalem	2016-09-25
282152	Naqb ar Rubā‘ī	Naqb ar Ruba`i	Naqb ar Ruba`i,Naqb ar Rubā‘ī,Naqb er Raba`i,Naqb er Rabā‘i	31.69141	35.4461	T	CLF	IL		02				0		-332	Asia/Hebron	2016-09-25
282163	Kiryat Netafim	Kiryat Netafim	qryyt ntpym,קריית נטפים	32.11689	35.11222	P	PPL	IL	IL					690	445	442	Asia/Jerusalem	2012-02-23
282302	Wādī Qumrān	Wadi Qumran		31.73206	35.47073	H	WAD	IL		02				0		-401	Asia/Jerusalem	2016-09-25
282303	Khirbat Qumrān	Khirbat Qumran	Khirbat Qumran,Khirbat Qumrān	31.74112	35.45879	S	ANS	IL		02				0		-332	Asia/Jerusalem	2016-09-25
282455	Qalya	Qalya		31.75	35.46667	P	STLMT	IL		02				0		-355	Asia/Jerusalem	2016-09-24
282456	Qalya	Qalya		31.76667	35.5	P	PPL	IL		00				0		-389	Asia/Jerusalem	2016-09-24
282479	Pisgat Ze’ev	Pisgat Ze'ev	Pisgat Ze'ev,Pisgat Ze’ev	31.81667	35.23333	P	STLMT	IL		06				0		787	Asia/Hebron	2016-09-25
282513	No‘omi	No`omi	Na`ama,Na‘ama,No`omi,No‘omi	31.91667	35.46667	P	STLMT	IL		06				0		-201	Asia/Hebron	2016-10-07
282520	Niran	Niran	Niran	31.96667	35.45	P	STLMT	IL		06				0		-201	Asia/Hebron	2016-10-07
282582	Har Adar	Har Adar	Har Adar,Khirbat Najm,Khirbat en Nijam	31.82754	35.13093	P	STLMT	IL		06				3300	880	866	Asia/Jerusalem	2014-08-21
282685	Mul Nevo	Mul Nevo		31.81667	35.5	P	STLMT	IL		02				0		-325	Asia/Hebron	2016-09-25
282727	Miẕpé Yeriẖo	Mizpe Yeriho		31.8	35.38333	P	STLMT	IL		06				0		230	Asia/Jerusalem	2016-09-27
282730	Mizpe Deragot	Mizpe Deragot		31.58333	35.38333	P	PPL	IL		02				0		-178	Asia/Jerusalem	2016-09-25
282830	Maskiyyot	Maskiyyot		32.31667	35.5	P	PPL	IL		03				0		-42	Asia/Jerusalem	2016-09-26
282926	Modi‘in Makkabbim Re‘ut	Modi'in Makkabbim Re'ut	Gane Modi'in,Gane Modi‘in,Makkabbim,Makkabbim Re`ut,Makkabbim Re‘ut,Makkabim,Modi'in,Modi'in Makkabbim Re'ut,Modiin,Modi‘in,Modi‘in Makkabbim Re‘ut,Nahal Modi'im,Naẖal Modi‘im,Ramot Modi'in,Ramot Modi‘in,Re`ut,Re‘ut,mwdyʻyn,מודיעין,מודיעין מכבים רעות,מכבים רעות,רעות	31.89385	35.01504	P	PPL	IL		02				88749		276	Asia/Hebron	2017-07-03
282931	Makhfar Kālīyah	Makhfar Kaliyah	Kallia,Makhfar Kaliyah,Makhfar Kālīyah	31.76667	35.5	P	PPL	IL		02				0		-389	Asia/Jerusalem	2016-09-25
283001	Lido Yehuda	Lido Yehuda		31.76667	35.5	P	STLMT	IL		02				0		-389	Asia/Jerusalem	2016-09-25
283047	Kokhav HaShaẖar	Kokhav HaShahar	Kokhav HaShahar,Kokhav HaShaẖar,Nahal Kochav Hashahar	31.96667	35.35	P	STLMT	IL		06				0		533	Asia/Jerusalem	2016-10-07
283232	Wādī al Kharrūbah	Wadi al Kharrubah	Wadi al Kharrubah,Wadi el Kharrub,Wadi el Kharruba,Wādī al Kharrūbah,Wādī el Kharruba,Wādī el Kharrūb	32.00784	34.99886	H	WAD	IL	PS	WE				0		148	Asia/Jerusalem	2014-03-08
283271	Wādī Khallat Şāiḩ	Wadi Khallat Saih	Wadi Kallat Salih,Wadi Khallat Saih,Wadi Khallat Salih,Wādī Kallat Ṣāliḥ,Wādī Khallat Şāiḩ,Wādī Khallat Şāliḩ	32.45	35.05	H	WAD	IL		WE				0		73	Asia/Hebron	2015-02-07
283311	Kefar Rut	Kefar Rut	kpr rwt,כפר רות	31.9	35.03333	P	PPLS	IL						0		286	Asia/Jerusalem	2012-02-22
283346	Kāliyā	Kaliya	Kaliya,Kaliyah,Kallia,Kāliyah,Kāliyā	31.76667	35.5	S	ANS	IL	PS	02				0		-389	Asia/Hebron	2016-09-24
283445	Judaea	Judaea	Iudaea,Judaea,Judea,Judeo,Judio,Judujo,Syria Palaestina,Yahudha,Yahūdhā,Yehuda,Yəhûḏāh,hwdh,הודה	31.58333	35	L	RGN	IL		01				0		436	Asia/Jerusalem	2016-10-01
283513	Naẖal Zavdon	Nahal Zavdon	Nahal Zavdon,Naẖal Zavdon,Wadi al Jamus,Wādī al Jāmūs,nhl zbdwn,נחל זבדון	32.54766	35.25449	H	WAD	IL		WE				0		65	Asia/Jerusalem	2015-01-07
283688	Ketef H̱eẕron	Ketef Hezron	Ketef Hetsron,Ketef Hezron,Ketef H̱etsron,Ketef H̱eẕron,Khashm al Hadhira,Khashm al Hazirah,Khashm al Haz̧īrah,ktp hzrwn,כתף חצרון	31.37095	35.21282	T	SPUR	IL	IL	WE				0		624	Asia/Jerusalem	2014-03-08
283982	Er Rasm	Er Rasm	Ar Rasm,Er Rasm,א-רסם	31.45429	34.9091	S	RUIN	IL		01				0		463	Asia/Jerusalem	2016-06-04
283990	Ein Feshkha	Ein Feshkha	`Ayn Fashkhah,`Ein Fashkha,‘Ayn Fashkhah,‘Ein Fashkha	31.71667	35.45	P	STLMT	IL		02				0		-379	Asia/Jerusalem	2016-09-25
284276	Bet Ha‘Arava	Bet Ha'Arava		31.8	35.5	P	STLMT	IL		02				0		-344	Asia/Jerusalem	2016-09-25
